,,,,,,,,,,,,,,,,,,,,,
Name,Description,Author,File name,Status,License,Rank / Reviews,Tags,Review Title Words,Review Words,Review Link,Author URL,Download URL,Text File,Newer version?,Extra Considerations,Done?,,,"Generators for link columns, ignore",,
Angelic Clarinet,"This is the second clarinet soundfont I did with a friend of mine. A 'Buffet Crampon R-13, 1953 edition' clarinet was used.I know that some sounds are no good, because my reed was sort of weird this day, and I didn't warm up. Watch for a new version soon! And give me your feedback so I can do better next time I record myself!",Archangel,clarinet_angel_pure_v1.1.sf2,,public,10.0 / 1,"reed, soundfont",better(1) much(1) hear(1) promise(1) shows(1) release(1) next(1),quality(5) realistic(5) more(5) tone(4) good(3) solo(3) small(3),https://web.archive.org/web/20081007071957/http://www.hammersound.com/cgi-bin/review.pl?action=view_reviews;SoundFont_Index=494,,https://data.musical-artifacts.com/hammersound/clarinet_angel_pure_v1.1.sf2,https://data.musical-artifacts.com/hammersound/clarinet_angel_pure_v1.1.txt,,,X,,,https://web.archive.org/web/20081007071957/http://www.hammersound.com/cgi-bin/review.pl?action=view_reviews;SoundFont_Index=494,,https://data.musical-artifacts.com/hammersound/clarinet_angel_pure_v1.1.sf2
Basement Noise v1.0,"Scrapes, bangs, drilling, and metallic noises. This is quite a lot different than your typical drumkit, so if you're looking for something unique, then get this one. All original samples. I'm interested in comments.",Erik Hermansen,basementnoise1.sf2,,public,9.5 / 4,"drums, soundfont",longed(1) noise(1) interesting(1) super(1) quality(1) high(1) relatively(1),basement(2) great(2) replace(2) still(2) used(2) unique(2) though(2),https://web.archive.org/web/20081007071957/http://www.hammersound.com/cgi-bin/review.pl?action=view_reviews;SoundFont_Index=514,,https://data.musical-artifacts.com/hammersound/basementnoise1.sf2,https://data.musical-artifacts.com/hammersound/basementnoise1.txt,,,X,,,https://web.archive.org/web/20081007071957/http://www.hammersound.com/cgi-bin/review.pl?action=view_reviews;SoundFont_Index=514,,https://data.musical-artifacts.com/hammersound/basementnoise1.sf2
Campbell's Verby Vocal,"I recorded this today using myself and a mic. You won't find these samples anywhere else, E-Mail Me - ideasman@pipeline.com.au.",Campbell Barton,campbells_verby_vocal.sf2,,public,8.0 / 1,"ensemble, soundfont",good(2) music(1) eerie(1) limited(1) quality(1) creepy(1) unique(1),give(3) good(3) some(3) author(2) nice(2) instrument(2) gave(2),https://web.archive.org/web/20081007071957/http://www.hammersound.com/cgi-bin/review.pl?action=view_reviews;SoundFont_Index=481,,https://data.musical-artifacts.com/hammersound/campbells_verby_vocal.sf2,https://data.musical-artifacts.com/hammersound/campbells_verby_vocal.txt,,,X,,,https://web.archive.org/web/20081007071957/http://www.hammersound.com/cgi-bin/review.pl?action=view_reviews;SoundFont_Index=481,,https://data.musical-artifacts.com/hammersound/campbells_verby_vocal.sf2
Campbells Grand Piano Beta 2,This Sf2 Has been sampled and editedrom scratch. It named BETA because it has not been tested by anyone else but me. The samples are all 'real' from a K. KAWAI grand. I would like any feedback because I will be sampling another using 2 mic's and a stereo mixer etc.,Campbell Barton,campbellspianobeta2.sf2,,public,8.5 / 4,"piano, soundfont",breathtaking(1) piano(1) beta(1) good(1) class(1) little(1) people(1),piano(7) great(4) some(4) better(3) because(3) grand(3) version(3),https://web.archive.org/web/20081007071957/http://www.hammersound.com/cgi-bin/review.pl?action=view_reviews;SoundFont_Index=505,,https://data.musical-artifacts.com/hammersound/campbellspianobeta2.sf2,https://data.musical-artifacts.com/hammersound/campbellspianobeta2.txt,,,X,,,https://web.archive.org/web/20081007071957/http://www.hammersound.com/cgi-bin/review.pl?action=view_reviews;SoundFont_Index=505,,https://data.musical-artifacts.com/hammersound/campbellspianobeta2.sf2
Celtic,"Cornemuse, Biniou, Bombarde ...",Michel CÃ´me,celtix.sf2,,public,4.0 / 1,"ethnic, soundfont",link(3) work(1) kaputt(1),works(1) mentioned(1) links(1) none(1) link(1) correct(1) along(1),https://web.archive.org/web/20081007071957/http://www.hammersound.com/cgi-bin/review.pl?action=view_reviews;SoundFont_Index=730,http://perso.club-internet.fr/micome/matelin/index.htm,https://data.musical-artifacts.com/hammersound/celtix.sf2,https://data.musical-artifacts.com/hammersound/celtix.txt,,,X,,,https://web.archive.org/web/20081007071957/http://www.hammersound.com/cgi-bin/review.pl?action=view_reviews;SoundFont_Index=730,http://perso.club-internet.fr/micome/matelin/index.htm,https://data.musical-artifacts.com/hammersound/celtix.sf2
Drty_MajPwr_chords,"Multi-sampled major power chords from LesPaul - Rockman Soloist combination. Complete w/ strum mutes one octave below chords. Various presets. first attempt at gtr related soundfonts, ..worth a look at. Use sfark to decompress.",CDGillis,drty_majpwr_chords.sf2,,public,,"guitar, soundfont",cool(1) font(1) great(1) guitar(1) more(1) need(1) brother(1),great(3) guitar(3) rare(2) minor(2) chord(2) seeking(1) flat(1),https://web.archive.org/web/20081007071957/http://www.hammersound.com/cgi-bin/review.pl?action=view_reviews;SoundFont_Index=378,,https://data.musical-artifacts.com/hammersound/drty_majpwr_chords.sf2,https://data.musical-artifacts.com/hammersound/drty_majpwr_chords.txt,,,X,,,https://web.archive.org/web/20081007071957/http://www.hammersound.com/cgi-bin/review.pl?action=view_reviews;SoundFont_Index=378,,https://data.musical-artifacts.com/hammersound/drty_majpwr_chords.sf2
Industromatic v1.0,One megabyte of percussion samples in the industrial style (i.e. metallic and electronic sounding). Hiss! Clank! Boom! Hope you like it and let me know what you think--good or bad.,Erik Hermansen,industromatic.sf2,,public,,"drums, soundfont",happy(1) violently(1) expressive(1) cool(1),want(2) quite(1) background-(1) going(1) weird(1) little(1) nice(1),https://web.archive.org/web/20081007071957/http://www.hammersound.com/cgi-bin/review.pl?action=view_reviews;SoundFont_Index=472,,https://data.musical-artifacts.com/hammersound/industromatic.sf2,https://data.musical-artifacts.com/hammersound/industromatic.txt,,Very cool and with a public domain license!,X,,,https://web.archive.org/web/20081007071957/http://www.hammersound.com/cgi-bin/review.pl?action=view_reviews;SoundFont_Index=472,,https://data.musical-artifacts.com/hammersound/industromatic.sf2
LX_Mellotron_Choir,This is a soundfont I created from samples of a mellotron choir. I included 2 separate instruments with different layering. Check it out...,Alexander van der Kooi,lx_mellotron_choir.sf2,Nice novelty sound for mellotron fans.,public,9.8 / 6,"misc, soundfont, mellotron, choir, radiohead",nice(2) fantastic(1),lovely(2) mellotron(2) radiohead(2) albums(1) days(1) adaptable(1) particularly(1),https://web.archive.org/web/20081007071957/http://www.hammersound.com/cgi-bin/review.pl?action=view_reviews;SoundFont_Index=626,,https://data.musical-artifacts.com/hammersound/lx_mellotron_choir.sf2,https://data.musical-artifacts.com/hammersound/lx_mellotron_choir.txt,,,X,,,https://web.archive.org/web/20081007071957/http://www.hammersound.com/cgi-bin/review.pl?action=view_reviews;SoundFont_Index=626,,https://data.musical-artifacts.com/hammersound/lx_mellotron_choir.sf2
Ottos Fretlessbass,This is a realistic (but looped) Fretless Bass SoundFont with different dynamics. It was Sampled via DI-Box.,C.W.Budde & OttoÂ´s Bass,ottofret.sf2,,public,,"bass, soundfont",,,https://web.archive.org/web/20081007071957/http://www.hammersound.com/cgi-bin/review.pl?action=view_reviews;SoundFont_Index=438,http://home.lippstadt.net/cwbudde/,https://data.musical-artifacts.com/hammersound/ottofret.sf2,https://data.musical-artifacts.com/hammersound/ottofret.txt,,,X,,,https://web.archive.org/web/20081007071957/http://www.hammersound.com/cgi-bin/review.pl?action=view_reviews;SoundFont_Index=438,http://home.lippstadt.net/cwbudde/,https://data.musical-artifacts.com/hammersound/ottofret.sf2
Quiet Piano Strings,A subtle piano with trailing strings with a very long release time.,James Johnson,quietpianostrings.sf2,Maybe too quiet,public,5.0 / 1,"synth, sfx, piano, strings, soundfont",subtle(1),nice(1) overall(1) optimal(1) loop(1) good(1),https://web.archive.org/web/20081007071957/http://www.hammersound.com/cgi-bin/review.pl?action=view_reviews;SoundFont_Index=139,http://www.zeromusic.net/,https://data.musical-artifacts.com/hammersound/quietpianostrings.sf2,https://data.musical-artifacts.com/hammersound/quietpianostrings.txt,,,X,,,https://web.archive.org/web/20081007071957/http://www.hammersound.com/cgi-bin/review.pl?action=view_reviews;SoundFont_Index=139,http://www.zeromusic.net/,https://data.musical-artifacts.com/hammersound/quietpianostrings.sf2
